label,precision,recall,f1-score,support
AI,0.9223057644110275,0.8232662192393736,0.8699763593380615,447.0
HUMAN,0.8354166666666667,0.9282407407407407,0.8793859649122807,432.0
accuracy,0.8748577929465301,0.8748577929465301,0.8748577929465301,0.8748577929465301
macro avg,0.8788612155388471,0.8757534799900571,0.8746811621251711,879.0
weighted avg,0.8796025900929799,0.8748577929465301,0.8746008753881896,879.0
