label,precision,recall,f1-score,support
AI,0.964824120603015,0.8590604026845637,0.9088757396449704,447.0
HUMAN,0.8690228690228691,0.9675925925925926,0.9156626506024096,432.0
accuracy,0.9124004550625711,0.9124004550625711,0.9124004550625711,0.9124004550625711
macro avg,0.9169234948129421,0.9133264976385782,0.91226919512369,879.0
weighted avg,0.9177409116352981,0.9124004550625711,0.9122112863271248,879.0
