label,precision,recall,f1-score,support
AI,0.6656862745098039,0.7950819672131147,0.7246531483457844,854.0
HUMAN,0.7456395348837209,0.6007025761124122,0.6653696498054474,854.0
accuracy,0.6978922716627635,0.6978922716627635,0.6978922716627635,0.6978922716627635
macro avg,0.7056629046967624,0.6978922716627635,0.6950113990756159,1708.0
weighted avg,0.7056629046967623,0.6978922716627635,0.6950113990756159,1708.0
