label,precision,recall,f1-score,support
AI,0.9739583333333334,0.8366890380313199,0.9001203369434416,447.0
HUMAN,0.8525252525252526,0.9768518518518519,0.9104638619201726,432.0
accuracy,0.9055745164960182,0.9055745164960182,0.9055745164960182,0.9055745164960182
macro avg,0.913241792929293,0.9067704449415859,0.9052920994318071,879.0
weighted avg,0.9142779113662219,0.9055745164960182,0.9052038440992412,879.0
