label,precision,recall,f1-score,support
AI,0.8165938864628821,0.8758782201405152,0.8451977401129943,854.0
HUMAN,0.8661616161616161,0.8032786885245902,0.8335358444714459,854.0
accuracy,0.8395784543325527,0.8395784543325527,0.8395784543325527,0.8395784543325527
macro avg,0.8413777513122491,0.8395784543325526,0.8393667922922201,1708.0
weighted avg,0.8413777513122492,0.8395784543325527,0.8393667922922202,1708.0
