label,precision,recall,f1-score,support
AI,0.7684989429175476,0.8512880562060889,0.8077777777777778,854.0
HUMAN,0.8333333333333334,0.7435597189695551,0.7858910891089109,854.0
accuracy,0.797423887587822,0.797423887587822,0.797423887587822,0.797423887587822
macro avg,0.8009161381254405,0.797423887587822,0.7968344334433444,1708.0
weighted avg,0.8009161381254405,0.797423887587822,0.7968344334433444,1708.0
