label,precision,recall,f1-score,support
AI,0.6200657894736842,0.843400447427293,0.7146919431279621,447.0
HUMAN,0.7416974169741697,0.4652777777777778,0.5718349928876245,432.0
accuracy,0.6575654152445961,0.6575654152445961,0.6575654152445961,0.6575654152445961
macro avg,0.6808816032239269,0.6543391126025354,0.6432634680077933,879.0
weighted avg,0.6798437907025917,0.6575654152445961,0.6444823839654754,879.0
