label,precision,recall,f1-score,support
AI,0.7312925170068028,0.5035128805620609,0.5963938973647711,854.0
HUMAN,0.6214285714285714,0.8149882903981265,0.7051671732522796,854.0
accuracy,0.6592505854800936,0.6592505854800936,0.6592505854800936,0.6592505854800936
macro avg,0.6763605442176871,0.6592505854800936,0.6507805353085254,1708.0
weighted avg,0.676360544217687,0.6592505854800936,0.6507805353085253,1708.0
