label,precision,recall,f1-score,support
AI,0.8993135011441648,0.8791946308724832,0.8891402714932126,447.0
HUMAN,0.8778280542986425,0.8981481481481481,0.8878718535469108,432.0
accuracy,0.888509670079636,0.888509670079636,0.888509670079636,0.888509670079636
macro avg,0.8885707777214036,0.8886713895103157,0.8885060625200617,879.0
weighted avg,0.8887541006467068,0.888509670079636,0.8885168851987845,879.0
