label,precision,recall,f1-score,support
AI,0.9695431472081218,0.8883720930232558,0.9271844660194175,645.0
HUMAN,0.8947368421052632,0.9714285714285714,0.9315068493150684,630.0
accuracy,0.9294117647058824,0.9294117647058824,0.9294117647058824,0.9294117647058824
macro avg,0.9321399946566925,0.9299003322259136,0.929345657667243,1275.0
weighted avg,0.932580031745533,0.9294117647058824,0.9293202318831508,1275.0
