label,precision,recall,f1-score,support
AI,0.9513157894736842,0.8466042154566745,0.895910780669145,854.0
HUMAN,0.8618143459915611,0.9566744730679156,0.9067702552719201,854.0
accuracy,0.9016393442622951,0.9016393442622951,0.9016393442622951,0.9016393442622951
macro avg,0.9065650677326227,0.9016393442622951,0.9013405179705325,1708.0
weighted avg,0.9065650677326227,0.9016393442622951,0.9013405179705326,1708.0
