label,precision,recall,f1-score,support
AI,0.8234126984126984,0.9284116331096197,0.8727655099894848,447.0
HUMAN,0.9146666666666666,0.7939814814814815,0.8500619578686494,432.0
accuracy,0.8623435722411832,0.8623435722411832,0.8623435722411832,0.8623435722411832
macro avg,0.8690396825396824,0.8611965572955507,0.8614137339290671,879.0
weighted avg,0.8682610650631127,0.8623435722411832,0.8616074502440912,879.0
