label,precision,recall,f1-score,support
AI,0.8812664907651715,0.7822014051522248,0.8287841191066998,854.0
HUMAN,0.8042105263157895,0.8946135831381733,0.8470066518847007,854.0
accuracy,0.8384074941451991,0.8384074941451991,0.8384074941451991,0.8384074941451991
macro avg,0.8427385085404805,0.8384074941451991,0.8378953854957003,1708.0
weighted avg,0.8427385085404804,0.8384074941451991,0.8378953854957003,1708.0
