label,precision,recall,f1-score,support
AI,0.8832951945080092,0.8635346756152126,0.8733031674208145,447.0
HUMAN,0.8619909502262444,0.8819444444444444,0.8718535469107551,432.0
accuracy,0.8725824800910125,0.8725824800910125,0.8725824800910125,0.8725824800910125
macro avg,0.8726430723671268,0.8727395600298284,0.8725783571657848,879.0
weighted avg,0.8728248491954694,0.8725824800910125,0.8725907259414679,879.0
