label,precision,recall,f1-score,support
AI,0.9644012944983819,0.924031007751938,0.943784639746635,645.0
HUMAN,0.9254185692541856,0.9650793650793651,0.9448329448329449,630.0
accuracy,0.9443137254901961,0.9443137254901961,0.9443137254901961,0.9443137254901961
macro avg,0.9449099318762837,0.9445551864156516,0.9443087922897899,1275.0
weighted avg,0.9451392420247791,0.9443137254901961,0.9443026257892823,1275.0
