label,precision,recall,f1-score,support
AI,0.9287925696594427,0.9302325581395349,0.9295120061967467,645.0
HUMAN,0.9284578696343402,0.926984126984127,0.9277204130262113,630.0
accuracy,0.9286274509803921,0.9286274509803921,0.9286274509803921,0.9286274509803921
macro avg,0.9286252196468914,0.928608342561831,0.928616209611479,1275.0
weighted avg,0.9286271884705685,0.9286274509803921,0.9286267483948352,1275.0
