label,precision,recall,f1-score,support
AI,1.0,0.9984496124031008,0.9992242048099301,645.0
HUMAN,0.9984152139461173,1.0,0.9992069785884219,630.0
accuracy,0.9992156862745099,0.9992156862745099,0.9992156862745099,0.9992156862745099
macro avg,0.9992076069730587,0.9992248062015504,0.9992155916991761,1275.0
weighted avg,0.9992169292439638,0.9992156862745099,0.9992156930298909,1275.0
