label,precision,recall,f1-score,support
AI,0.9073170731707317,0.8322147651006712,0.868144690781797,447.0
HUMAN,0.8400852878464818,0.9120370370370371,0.8745837957824639,432.0
accuracy,0.8714448236632537,0.8714448236632537,0.8714448236632537,0.8714448236632537
macro avg,0.8737011805086068,0.8721259010688541,0.8713642432821305,879.0
weighted avg,0.8742748305540355,0.8714448236632537,0.8713093021131828,879.0
