label,precision,recall,f1-score,support
AI,0.9635678391959799,0.8981264637002342,0.9296969696969697,854.0
HUMAN,0.9046052631578947,0.9660421545667447,0.9343148357870895,854.0
accuracy,0.9320843091334895,0.9320843091334895,0.9320843091334895,0.9320843091334895
macro avg,0.9340865511769373,0.9320843091334894,0.9320059027420295,1708.0
weighted avg,0.9340865511769373,0.9320843091334895,0.9320059027420297,1708.0
