label,precision,recall,f1-score,support
AI,0.8512396694214877,0.9217002237136466,0.8850698174006445,447.0
HUMAN,0.9113924050632911,0.8333333333333334,0.8706166868198307,432.0
accuracy,0.8782707622298066,0.8782707622298066,0.8782707622298066,0.8782707622298066
macro avg,0.8813160372423894,0.87751677852349,0.8778432521102376,879.0
weighted avg,0.8808027886447631,0.8782707622298066,0.8779665723370365,879.0
