label,precision,recall,f1-score,support
AI,0.66015625,0.5936768149882904,0.625154130702836,854.0
HUMAN,0.6308510638297873,0.6943793911007026,0.6610925306577481,854.0
accuracy,0.6440281030444965,0.6440281030444965,0.6440281030444965,0.6440281030444965
macro avg,0.6455036569148936,0.6440281030444965,0.643123330680292,1708.0
weighted avg,0.6455036569148936,0.6440281030444965,0.6431233306802919,1708.0
